car_id,timestamp,Hour,Weekday name,month name,season
45,2017-01-02 21:00:00,21,Monday,January,spring
46,2017-01-02 22:00:00,22,Monday,January,spring
47,2017-01-02 23:00:00,23,Monday,January,spring
48,2017-01-03 0:00:00,00,Tuesday,January,spring
49,2017-01-03 1:00:00,01,Tuesday,January,spring
50,2017-01-03 4:00:00,04,Tuesday,January,spring
51,2017-01-03 5:00:00,05,Tuesday,January,spring
52,2017-01-03 6:00:00,06,Tuesday,January,spring
53,2017-01-03 7:00:00,07,Tuesday,January,spring
54,2017-01-03 8:00:00,08,Tuesday,January,spring
55,2017-01-03 9:00:00,09,Tuesday,January,spring
56,2017-01-03 10:00:00,10,Tuesday,January,spring
57,2017-01-03 11:00:00,11,Tuesday,January,spring
58,2017-01-03 12:00:00,12,Tuesday,January,spring
59,2017-01-03 13:00:00,13,Tuesday,January,spring
60,2017-01-03 14:00:00,14,Tuesday,January,spring
61,2017-01-03 15:00:00,15,Tuesday,January,spring
62,2017-01-03 16:00:00,16,Tuesday,January,spring
63,2017-01-03 17:00:00,17,Tuesday,January,spring
64,2017-01-03 18:00:00,18,Tuesday,January,spring
65,2017-01-03 19:00:00,19,Tuesday,January,spring
66,2017-01-03 20:00:00,20,Tuesday,January,spring
67,2017-01-03 21:00:00,21,Tuesday,January,spring
68,2017-01-03 22:00:00,22,Tuesday,January,spring
69,2017-01-03 23:00:00,23,Tuesday,January,spring
70,2017-01-04 0:00:00,00,Wednesday,January,spring
71,2017-01-04 1:00:00,01,Wednesday,January,spring
72,2017-01-04 2:00:00,02,Wednesday,January,spring
73,2017-01-04 4:00:00,04,Wednesday,January,spring
74,2017-01-04 5:00:00,05,Wednesday,January,spring
75,2017-01-04 6:00:00,06,Wednesday,January,spring
76,2017-01-04 7:00:00,07,Wednesday,January,spring
77,2017-01-04 8:00:00,08,Wednesday,January,spring
78,2017-01-04 9:00:00,09,Wednesday,January,spring
79,2017-01-04 10:00:00,10,Wednesday,January,spring
80,2017-01-04 11:00:00,11,Wednesday,January,spring
81,2017-01-04 12:00:00,12,Wednesday,January,spring
82,2017-01-04 13:00:00,13,Wednesday,January,spring
83,2017-01-04 14:00:00,14,Wednesday,January,spring
84,2017-01-04 15:00:00,15,Wednesday,January,spring
85,2017-01-04 16:00:00,16,Wednesday,January,spring
86,2017-01-04 17:00:00,17,Wednesday,January,spring
87,2017-01-04 18:00:00,18,Wednesday,January,spring
88,2017-01-04 19:00:00,19,Wednesday,January,spring
89,2017-01-04 20:00:00,20,Wednesday,January,spring
90,2017-01-04 21:00:00,21,Wednesday,January,spring
91,2017-01-04 22:00:00,22,Wednesday,January,spring
92,2017-01-04 23:00:00,23,Wednesday,January,spring
93,2017-01-05 0:00:00,00,Thursday,January,spring
94,2017-01-05 1:00:00,01,Thursday,January,spring
95,2017-01-05 2:00:00,02,Thursday,January,spring
96,2017-01-05 4:00:00,04,Thursday,January,spring
97,2017-01-05 5:00:00,05,Thursday,January,spring
98,2017-01-05 6:00:00,06,Thursday,January,spring
99,2017-01-05 7:00:00,07,Thursday,January,spring
100,2017-01-05 8:00:00,08,Thursday,January,spring
101,2017-01-05 9:00:00,09,Thursday,January,spring
102,2017-01-05 10:00:00,10,Thursday,January,spring
103,2017-01-05 11:00:00,11,Thursday,January,spring
104,2017-01-05 12:00:00,12,Thursday,January,spring
105,2017-01-05 13:00:00,13,Thursday,January,spring
106,2017-01-05 14:00:00,14,Thursday,January,spring
107,2017-01-05 15:00:00,15,Thursday,January,spring
108,2017-01-05 16:00:00,16,Thursday,January,spring
109,2017-01-05 17:00:00,17,Thursday,January,spring
110,2017-01-05 18:00:00,18,Thursday,January,spring
111,2017-01-05 19:00:00,19,Thursday,January,spring
112,2017-01-05 20:00:00,20,Thursday,January,spring
113,2017-01-05 21:00:00,21,Thursday,January,spring
114,2017-01-05 22:00:00,22,Thursday,January,spring
115,2017-01-05 23:00:00,23,Thursday,January,spring
116,2017-01-06 0:00:00,00,Friday,January,spring
117,2017-01-06 1:00:00,01,Friday,January,spring
118,2017-01-06 2:00:00,02,Friday,January,spring
119,2017-01-06 4:00:00,04,Friday,January,spring
120,2017-01-06 5:00:00,05,Friday,January,spring
121,2017-01-06 6:00:00,06,Friday,January,spring
122,2017-01-06 7:00:00,07,Friday,January,spring
123,2017-01-06 8:00:00,08,Friday,January,spring
124,2017-01-06 9:00:00,09,Friday,January,spring
125,2017-01-06 10:00:00,10,Friday,January,spring
126,2017-01-06 11:00:00,11,Friday,January,spring
127,2017-01-06 12:00:00,12,Friday,January,spring
128,2017-01-06 13:00:00,13,Friday,January,spring
129,2017-01-06 14:00:00,14,Friday,January,spring
130,2017-01-06 15:00:00,15,Friday,January,spring
131,2017-01-06 16:00:00,16,Friday,January,spring
132,2017-01-06 17:00:00,17,Friday,January,spring
133,2017-01-06 18:00:00,18,Friday,January,spring
134,2017-01-06 19:00:00,19,Friday,January,spring
135,2017-01-06 20:00:00,20,Friday,January,spring
136,2017-01-06 21:00:00,21,Friday,January,spring
137,2017-01-06 22:00:00,22,Friday,January,spring
138,2017-01-06 23:00:00,23,Friday,January,spring
139,2017-01-07 0:00:00,00,Saturday,January,spring
140,2017-01-07 1:00:00,01,Saturday,January,spring
141,2017-01-07 2:00:00,02,Saturday,January,spring
142,2017-01-07 4:00:00,04,Saturday,January,spring
143,2017-01-07 5:00:00,05,Saturday,January,spring
144,2017-01-07 6:00:00,06,Saturday,January,spring
145,2017-01-07 7:00:00,07,Saturday,January,spring
146,2017-01-07 8:00:00,08,Saturday,January,spring
147,2017-01-07 9:00:00,09,Saturday,January,spring
148,2017-01-07 10:00:00,10,Saturday,January,spring
149,2017-01-07 11:00:00,11,Saturday,January,spring
150,2017-01-07 12:00:00,12,Saturday,January,spring
151,2017-01-07 13:00:00,13,Saturday,January,spring
152,2017-01-07 14:00:00,14,Saturday,January,spring
153,2017-01-07 15:00:00,15,Saturday,January,spring
154,2017-01-07 16:00:00,16,Saturday,January,spring
155,2017-01-07 17:00:00,17,Saturday,January,spring
156,2017-01-07 18:00:00,18,Saturday,January,spring
157,2017-01-07 19:00:00,19,Saturday,January,spring
158,2017-01-07 20:00:00,20,Saturday,January,spring
159,2017-01-07 21:00:00,21,Saturday,January,spring
160,2017-01-07 22:00:00,22,Saturday,January,spring
161,2017-01-07 23:00:00,23,Saturday,January,spring
162,2017-01-08 0:00:00,00,Sunday,January,spring
163,2017-01-08 1:00:00,01,Sunday,January,spring
164,2017-01-08 2:00:00,02,Sunday,January,spring
165,2017-01-08 3:00:00,03,Sunday,January,spring
166,2017-01-08 4:00:00,04,Sunday,January,spring
167,2017-01-08 5:00:00,05,Sunday,January,spring
168,2017-01-08 6:00:00,06,Sunday,January,spring
169,2017-01-08 7:00:00,07,Sunday,January,spring
170,2017-01-08 8:00:00,08,Sunday,January,spring
171,2017-01-08 9:00:00,09,Sunday,January,spring
172,2017-01-08 10:00:00,10,Sunday,January,spring
173,2017-01-08 11:00:00,11,Sunday,January,spring
174,2017-01-08 12:00:00,12,Sunday,January,spring
175,2017-01-08 13:00:00,13,Sunday,January,spring
176,2017-01-08 14:00:00,14,Sunday,January,spring
177,2017-01-08 15:00:00,15,Sunday,January,spring
178,2017-01-08 16:00:00,16,Sunday,January,spring
179,2017-01-08 17:00:00,17,Sunday,January,spring
180,2017-01-08 18:00:00,18,Sunday,January,spring
181,2017-01-08 19:00:00,19,Sunday,January,spring
182,2017-01-08 20:00:00,20,Sunday,January,spring
183,2017-01-08 21:00:00,21,Sunday,January,spring
184,2017-01-08 22:00:00,22,Sunday,January,spring
185,2017-01-08 23:00:00,23,Sunday,January,spring
186,2017-01-09 0:00:00,00,Monday,January,spring
187,2017-01-09 1:00:00,01,Monday,January,spring
188,2017-01-09 2:00:00,02,Monday,January,spring
189,2017-01-09 3:00:00,03,Monday,January,spring
190,2017-01-09 4:00:00,04,Monday,January,spring
191,2017-01-09 5:00:00,05,Monday,January,spring
192,2017-01-09 6:00:00,06,Monday,January,spring
193,2017-01-09 7:00:00,07,Monday,January,spring
194,2017-01-09 8:00:00,08,Monday,January,spring
195,2017-01-09 9:00:00,09,Monday,January,spring
196,2017-01-09 10:00:00,10,Monday,January,spring
197,2017-01-09 11:00:00,11,Monday,January,spring
198,2017-01-09 12:00:00,12,Monday,January,spring
199,2017-01-09 13:00:00,13,Monday,January,spring
200,2017-01-09 14:00:00,14,Monday,January,spring
201,2017-01-09 15:00:00,15,Monday,January,spring
202,2017-01-09 16:00:00,16,Monday,January,spring
203,2017-01-09 17:00:00,17,Monday,January,spring
204,2017-01-09 18:00:00,18,Monday,January,spring
205,2017-01-09 19:00:00,19,Monday,January,spring
206,2017-01-09 20:00:00,20,Monday,January,spring
207,2017-01-09 21:00:00,21,Monday,January,spring
208,2017-01-09 22:00:00,22,Monday,January,spring
209,2017-01-09 23:00:00,23,Monday,January,spring
210,2017-01-10 0:00:00,00,Tuesday,January,spring
211,2017-01-10 1:00:00,01,Tuesday,January,spring
212,2017-01-10 2:00:00,02,Tuesday,January,spring
213,2017-01-10 3:00:00,03,Tuesday,January,spring
214,2017-01-10 4:00:00,04,Tuesday,January,spring
215,2017-01-10 5:00:00,05,Tuesday,January,spring
216,2017-01-10 6:00:00,06,Tuesday,January,spring
217,2017-01-10 7:00:00,07,Tuesday,January,spring
218,2017-01-10 8:00:00,08,Tuesday,January,spring
219,2017-01-10 9:00:00,09,Tuesday,January,spring
220,2017-01-10 10:00:00,10,Tuesday,January,spring
221,2017-01-10 11:00:00,11,Tuesday,January,spring
222,2017-01-10 12:00:00,12,Tuesday,January,spring
223,2017-01-10 13:00:00,13,Tuesday,January,spring
224,2017-01-10 14:00:00,14,Tuesday,January,spring
225,2017-01-10 15:00:00,15,Tuesday,January,spring
226,2017-01-10 16:00:00,16,Tuesday,January,spring
227,2017-01-10 17:00:00,17,Tuesday,January,spring
228,2017-01-10 18:00:00,18,Tuesday,January,spring
229,2017-01-10 19:00:00,19,Tuesday,January,spring
230,2017-01-10 20:00:00,20,Tuesday,January,spring
231,2017-01-10 21:00:00,21,Tuesday,January,spring
232,2017-01-10 22:00:00,22,Tuesday,January,spring
233,2017-01-10 23:00:00,23,Tuesday,January,spring
234,2017-01-11 0:00:00,00,Wednesday,January,spring
235,2017-01-11 1:00:00,01,Wednesday,January,spring
236,2017-01-11 2:00:00,02,Wednesday,January,spring
237,2017-01-11 5:00:00,05,Wednesday,January,spring
238,2017-01-11 6:00:00,06,Wednesday,January,spring
239,2017-01-11 7:00:00,07,Wednesday,January,spring
240,2017-01-11 8:00:00,08,Wednesday,January,spring
241,2017-01-11 9:00:00,09,Wednesday,January,spring
242,2017-01-11 10:00:00,10,Wednesday,January,spring
243,2017-01-11 11:00:00,11,Wednesday,January,spring
244,2017-01-11 12:00:00,12,Wednesday,January,spring
245,2017-01-11 13:00:00,13,Wednesday,January,spring
246,2017-01-11 14:00:00,14,Wednesday,January,spring
247,2017-01-11 15:00:00,15,Wednesday,January,spring
248,2017-01-11 16:00:00,16,Wednesday,January,spring
249,2017-01-11 17:00:00,17,Wednesday,January,spring
250,2017-01-11 18:00:00,18,Wednesday,January,spring
251,2017-01-11 19:00:00,19,Wednesday,January,spring
252,2017-01-11 20:00:00,20,Wednesday,January,spring
253,2017-01-11 21:00:00,21,Wednesday,January,spring
254,2017-01-11 22:00:00,22,Wednesday,January,spring
255,2017-01-11 23:00:00,23,Wednesday,January,spring
256,2017-01-12 0:00:00,00,Thursday,January,spring
257,2017-01-12 1:00:00,01,Thursday,January,spring
258,2017-01-12 2:00:00,02,Thursday,January,spring
259,2017-01-12 5:00:00,05,Thursday,January,spring
260,2017-01-12 6:00:00,06,Thursday,January,spring
261,2017-01-12 7:00:00,07,Thursday,January,spring
262,2017-01-12 8:00:00,08,Thursday,January,spring
263,2017-01-12 9:00:00,09,Thursday,January,spring
264,2017-01-12 10:00:00,10,Thursday,January,spring
265,2017-01-12 11:00:00,11,Thursday,January,spring
266,2017-01-12 12:00:00,12,Thursday,January,spring
267,2017-01-12 13:00:00,13,Thursday,January,spring
268,2017-01-12 14:00:00,14,Thursday,January,spring
269,2017-01-12 15:00:00,15,Thursday,January,spring
270,2017-01-12 16:00:00,16,Thursday,January,spring
271,2017-01-12 17:00:00,17,Thursday,January,spring
272,2017-01-12 18:00:00,18,Thursday,January,spring
273,2017-01-12 19:00:00,19,Thursday,January,spring
274,2017-01-12 20:00:00,20,Thursday,January,spring
275,2017-01-12 21:00:00,21,Thursday,January,spring
276,2017-01-12 22:00:00,22,Thursday,January,spring
277,2017-01-12 23:00:00,23,Thursday,January,spring
278,2017-01-13 0:00:00,00,Friday,January,spring
279,2017-01-13 1:00:00,01,Friday,January,spring
280,2017-01-13 2:00:00,02,Friday,January,spring
281,2017-01-13 3:00:00,03,Friday,January,spring
282,2017-01-13 4:00:00,04,Friday,January,spring
283,2017-01-13 5:00:00,05,Friday,January,spring
284,2017-01-13 6:00:00,06,Friday,January,spring
285,2017-01-13 7:00:00,07,Friday,January,spring
286,2017-01-13 8:00:00,08,Friday,January,spring
287,2017-01-13 9:00:00,09,Friday,January,spring
288,2017-01-13 10:00:00,10,Friday,January,spring
289,2017-01-13 11:00:00,11,Friday,January,spring
290,2017-01-13 12:00:00,12,Friday,January,spring
291,2017-01-13 13:00:00,13,Friday,January,spring
292,2017-01-13 14:00:00,14,Friday,January,spring
293,2017-01-13 15:00:00,15,Friday,January,spring
294,2017-01-13 16:00:00,16,Friday,January,spring
295,2017-01-13 17:00:00,17,Friday,January,spring
296,2017-01-13 18:00:00,18,Friday,January,spring
297,2017-01-13 19:00:00,19,Friday,January,spring
298,2017-01-13 20:00:00,20,Friday,January,spring
299,2017-01-13 21:00:00,21,Friday,January,spring
300,2017-01-13 22:00:00,22,Friday,January,spring
301,2017-01-13 23:00:00,23,Friday,January,spring
302,2017-01-14 0:00:00,00,Saturday,January,spring
303,2017-01-14 1:00:00,01,Saturday,January,spring
304,2017-01-14 2:00:00,02,Saturday,January,spring
305,2017-01-14 3:00:00,03,Saturday,January,spring
306,2017-01-14 5:00:00,05,Saturday,January,spring
307,2017-01-14 6:00:00,06,Saturday,January,spring
308,2017-01-14 7:00:00,07,Saturday,January,spring
309,2017-01-14 8:00:00,08,Saturday,January,spring
310,2017-01-14 9:00:00,09,Saturday,January,spring
311,2017-01-14 10:00:00,10,Saturday,January,spring
312,2017-01-14 11:00:00,11,Saturday,January,spring
313,2017-01-14 12:00:00,12,Saturday,January,spring
314,2017-01-14 13:00:00,13,Saturday,January,spring
315,2017-01-14 14:00:00,14,Saturday,January,spring
316,2017-01-14 15:00:00,15,Saturday,January,spring
317,2017-01-14 16:00:00,16,Saturday,January,spring
318,2017-01-14 17:00:00,17,Saturday,January,spring
319,2017-01-14 18:00:00,18,Saturday,January,spring
320,2017-01-14 19:00:00,19,Saturday,January,spring
321,2017-01-14 20:00:00,20,Saturday,January,spring
322,2017-01-14 21:00:00,21,Saturday,January,spring
323,2017-01-14 22:00:00,22,Saturday,January,spring
324,2017-01-14 23:00:00,23,Saturday,January,spring
325,2017-01-15 0:00:00,00,Sunday,January,spring
326,2017-01-15 1:00:00,01,Sunday,January,spring
327,2017-01-15 2:00:00,02,Sunday,January,spring
328,2017-01-15 3:00:00,03,Sunday,January,spring
329,2017-01-15 4:00:00,04,Sunday,January,spring
330,2017-01-15 5:00:00,05,Sunday,January,spring
331,2017-01-15 6:00:00,06,Sunday,January,spring
332,2017-01-15 7:00:00,07,Sunday,January,spring
333,2017-01-15 8:00:00,08,Sunday,January,spring
334,2017-01-15 9:00:00,09,Sunday,January,spring
335,2017-01-15 10:00:00,10,Sunday,January,spring
336,2017-01-15 11:00:00,11,Sunday,January,spring
337,2017-01-15 12:00:00,12,Sunday,January,spring
338,2017-01-15 13:00:00,13,Sunday,January,spring
339,2017-01-15 14:00:00,14,Sunday,January,spring
340,2017-01-15 15:00:00,15,Sunday,January,spring
341,2017-01-15 16:00:00,16,Sunday,January,spring
342,2017-01-15 17:00:00,17,Sunday,January,spring
343,2017-01-15 18:00:00,18,Sunday,January,spring
344,2017-01-15 19:00:00,19,Sunday,January,spring
345,2017-01-15 20:00:00,20,Sunday,January,spring
346,2017-01-15 21:00:00,21,Sunday,January,spring
347,2017-01-15 22:00:00,22,Sunday,January,spring
348,2017-01-15 23:00:00,23,Sunday,January,spring
349,2017-01-16 0:00:00,00,Monday,January,spring
350,2017-01-16 1:00:00,01,Monday,January,spring
351,2017-01-16 2:00:00,02,Monday,January,spring
352,2017-01-16 3:00:00,03,Monday,January,spring
353,2017-01-16 4:00:00,04,Monday,January,spring
354,2017-01-16 5:00:00,05,Monday,January,spring
355,2017-01-16 6:00:00,06,Monday,January,spring
356,2017-01-16 7:00:00,07,Monday,January,spring
357,2017-01-16 8:00:00,08,Monday,January,spring
358,2017-01-16 9:00:00,09,Monday,January,spring
359,2017-01-16 10:00:00,10,Monday,January,spring
360,2017-01-16 11:00:00,11,Monday,January,spring
361,2017-01-16 12:00:00,12,Monday,January,spring
362,2017-01-16 13:00:00,13,Monday,January,spring
363,2017-01-16 14:00:00,14,Monday,January,spring
364,2017-01-16 15:00:00,15,Monday,January,spring
365,2017-01-16 16:00:00,16,Monday,January,spring
366,2017-01-16 17:00:00,17,Monday,January,spring
367,2017-01-16 18:00:00,18,Monday,January,spring
368,2017-01-16 19:00:00,19,Monday,January,spring
369,2017-01-16 20:00:00,20,Monday,January,spring
370,2017-01-16 21:00:00,21,Monday,January,spring
371,2017-01-16 22:00:00,22,Monday,January,spring
372,2017-01-16 23:00:00,23,Monday,January,spring
373,2017-01-17 0:00:00,00,Tuesday,January,spring
374,2017-01-17 1:00:00,01,Tuesday,January,spring
375,2017-01-17 2:00:00,02,Tuesday,January,spring
376,2017-01-17 3:00:00,03,Tuesday,January,spring
377,2017-01-17 4:00:00,04,Tuesday,January,spring
378,2017-01-17 5:00:00,05,Tuesday,January,spring
379,2017-01-17 6:00:00,06,Tuesday,January,spring
380,2017-01-17 7:00:00,07,Tuesday,January,spring
381,2017-01-17 8:00:00,08,Tuesday,January,spring
382,2017-01-17 9:00:00,09,Tuesday,January,spring
383,2017-01-17 10:00:00,10,Tuesday,January,spring
384,2017-01-17 11:00:00,11,Tuesday,January,spring
385,2017-01-17 12:00:00,12,Tuesday,January,spring
386,2017-01-17 13:00:00,13,Tuesday,January,spring
387,2017-01-17 14:00:00,14,Tuesday,January,spring
388,2017-01-17 15:00:00,15,Tuesday,January,spring
389,2017-01-17 16:00:00,16,Tuesday,January,spring
390,2017-01-17 17:00:00,17,Tuesday,January,spring
391,2017-01-17 18:00:00,18,Tuesday,January,spring
392,2017-01-17 19:00:00,19,Tuesday,January,spring
393,2017-01-17 20:00:00,20,Tuesday,January,spring
394,2017-01-17 21:00:00,21,Tuesday,January,spring
395,2017-01-17 22:00:00,22,Tuesday,January,spring
396,2017-01-17 23:00:00,23,Tuesday,January,spring
397,2017-01-18 12:00:00,12,Wednesday,January,spring
398,2017-01-18 13:00:00,13,Wednesday,January,spring
399,2017-01-18 14:00:00,14,Wednesday,January,spring
400,2017-01-18 15:00:00,15,Wednesday,January,spring
401,2017-01-18 16:00:00,16,Wednesday,January,spring
402,2017-01-18 17:00:00,17,Wednesday,January,spring
403,2017-01-18 18:00:00,18,Wednesday,January,spring
404,2017-01-18 19:00:00,19,Wednesday,January,spring
405,2017-01-18 20:00:00,20,Wednesday,January,spring
406,2017-01-18 21:00:00,21,Wednesday,January,spring
407,2017-01-18 22:00:00,22,Wednesday,January,spring
408,2017-01-18 23:00:00,23,Wednesday,January,spring
409,2017-01-19 0:00:00,00,Thursday,January,spring
410,2017-01-19 1:00:00,01,Thursday,January,spring
411,2017-01-19 2:00:00,02,Thursday,January,spring
412,2017-01-19 4:00:00,04,Thursday,January,spring
413,2017-01-19 5:00:00,05,Thursday,January,spring
414,2017-01-19 6:00:00,06,Thursday,January,spring
415,2017-01-19 7:00:00,07,Thursday,January,spring
416,2017-01-19 8:00:00,08,Thursday,January,spring
417,2017-01-19 9:00:00,09,Thursday,January,spring
418,2017-01-19 10:00:00,10,Thursday,January,spring
419,2017-01-19 11:00:00,11,Thursday,January,spring
420,2017-01-19 12:00:00,12,Thursday,January,spring
421,2017-01-19 13:00:00,13,Thursday,January,spring
422,2017-01-19 14:00:00,14,Thursday,January,spring
423,2017-01-19 15:00:00,15,Thursday,January,spring
424,2017-01-19 16:00:00,16,Thursday,January,spring
425,2017-01-19 17:00:00,17,Thursday,January,spring
426,2017-01-19 18:00:00,18,Thursday,January,spring
427,2017-01-19 19:00:00,19,Thursday,January,spring
428,2017-01-19 20:00:00,20,Thursday,January,spring
429,2017-01-19 21:00:00,21,Thursday,January,spring
430,2017-01-19 22:00:00,22,Thursday,January,spring
431,2017-01-19 23:00:00,23,Thursday,January,spring
432,2017-02-01 0:00:00,00,Wednesday,February,spring
433,2017-02-01 1:00:00,01,Wednesday,February,spring
434,2017-02-01 2:00:00,02,Wednesday,February,spring
435,2017-02-01 3:00:00,03,Wednesday,February,spring
436,2017-02-01 5:00:00,05,Wednesday,February,spring
437,2017-02-01 6:00:00,06,Wednesday,February,spring
438,2017-02-01 7:00:00,07,Wednesday,February,spring
439,2017-02-01 8:00:00,08,Wednesday,February,spring
440,2017-02-01 9:00:00,09,Wednesday,February,spring
441,2017-02-01 10:00:00,10,Wednesday,February,spring
442,2017-02-01 11:00:00,11,Wednesday,February,spring
443,2017-02-01 12:00:00,12,Wednesday,February,spring
444,2017-02-01 13:00:00,13,Wednesday,February,spring
445,2017-02-01 14:00:00,14,Wednesday,February,spring
446,2017-02-01 15:00:00,15,Wednesday,February,spring
447,2017-02-01 16:00:00,16,Wednesday,February,spring
448,2017-02-01 17:00:00,17,Wednesday,February,spring
449,2017-02-01 18:00:00,18,Wednesday,February,spring
450,2017-02-01 19:00:00,19,Wednesday,February,spring
451,2017-02-01 20:00:00,20,Wednesday,February,spring
452,2017-02-01 21:00:00,21,Wednesday,February,spring
453,2017-02-01 22:00:00,22,Wednesday,February,spring
454,2017-02-01 23:00:00,23,Wednesday,February,spring
455,2017-02-02 0:00:00,00,Thursday,February,spring
456,2017-02-02 1:00:00,01,Thursday,February,spring
457,2017-02-02 2:00:00,02,Thursday,February,spring
458,2017-02-02 3:00:00,03,Thursday,February,spring
459,2017-02-02 4:00:00,04,Thursday,February,spring
460,2017-02-02 5:00:00,05,Thursday,February,spring
461,2017-02-02 6:00:00,06,Thursday,February,spring
462,2017-02-02 7:00:00,07,Thursday,February,spring
463,2017-02-02 8:00:00,08,Thursday,February,spring
464,2017-02-02 9:00:00,09,Thursday,February,spring
465,2017-02-02 10:00:00,10,Thursday,February,spring
466,2017-02-02 11:00:00,11,Thursday,February,spring
467,2017-02-02 12:00:00,12,Thursday,February,spring
468,2017-02-02 13:00:00,13,Thursday,February,spring
469,2017-02-02 14:00:00,14,Thursday,February,spring
470,2017-02-02 15:00:00,15,Thursday,February,spring
471,2017-02-02 16:00:00,16,Thursday,February,spring
472,2017-02-02 17:00:00,17,Thursday,February,spring
473,2017-02-02 18:00:00,18,Thursday,February,spring
474,2017-02-02 19:00:00,19,Thursday,February,spring
475,2017-02-02 20:00:00,20,Thursday,February,spring
476,2017-02-02 21:00:00,21,Thursday,February,spring
477,2017-02-02 22:00:00,22,Thursday,February,spring
478,2017-02-02 23:00:00,23,Thursday,February,spring
479,2017-02-03 0:00:00,00,Friday,February,spring
480,2017-02-03 1:00:00,01,Friday,February,spring
481,2017-02-03 2:00:00,02,Friday,February,spring
482,2017-02-03 3:00:00,03,Friday,February,spring
483,2017-02-03 5:00:00,05,Friday,February,spring
484,2017-02-03 6:00:00,06,Friday,February,spring
485,2017-02-03 7:00:00,07,Friday,February,spring
486,2017-02-03 8:00:00,08,Friday,February,spring
487,2017-02-03 9:00:00,09,Friday,February,spring
488,2017-02-03 10:00:00,10,Friday,February,spring
489,2017-02-03 11:00:00,11,Friday,February,spring
490,2017-02-03 12:00:00,12,Friday,February,spring
491,2017-02-03 13:00:00,13,Friday,February,spring
492,2017-02-03 14:00:00,14,Friday,February,spring
493,2017-02-03 15:00:00,15,Friday,February,spring
494,2017-02-03 16:00:00,16,Friday,February,spring
495,2017-02-03 17:00:00,17,Friday,February,spring
496,2017-02-03 18:00:00,18,Friday,February,spring
497,2017-02-03 19:00:00,19,Friday,February,spring
498,2017-02-03 20:00:00,20,Friday,February,spring
499,2017-02-03 21:00:00,21,Friday,February,spring
500,2017-02-03 22:00:00,22,Friday,February,spring
501,2017-02-03 23:00:00,23,Friday,February,spring
502,2017-02-04 0:00:00,00,Saturday,February,spring
503,2017-02-04 1:00:00,01,Saturday,February,spring
504,2017-02-04 2:00:00,02,Saturday,February,spring
505,2017-02-04 3:00:00,03,Saturday,February,spring
506,2017-02-04 5:00:00,05,Saturday,February,spring
507,2017-02-04 6:00:00,06,Saturday,February,spring
508,2017-02-04 7:00:00,07,Saturday,February,spring
509,2017-02-04 8:00:00,08,Saturday,February,spring
510,2017-02-04 9:00:00,09,Saturday,February,spring
511,2017-02-04 10:00:00,10,Saturday,February,spring
512,2017-02-04 11:00:00,11,Saturday,February,spring
513,2017-02-04 12:00:00,12,Saturday,February,spring
514,2017-02-04 13:00:00,13,Saturday,February,spring
515,2017-02-04 14:00:00,14,Saturday,February,spring
516,2017-02-04 15:00:00,15,Saturday,February,spring
